
,Default,,,B_ER_33,Req,Sum of Augmentations (MWh),798.31,248.45,553.93,798.31,,,,,,,,
,,,,B_ER_34,Calc,Battery Purchase Year,2029,2027,2029,2029,,,,,,,,
,Calculation,Early Stage,B_A_26,B_ER_35,Calc,Battery Provider,CATL 4.1,CATL 4.1,CATL 4.1,CATL 4.1,,,,,,,,
,,,,B_ER_36,,BESS Pricing Basis,,,,,,,,,,,,
,,,B_A_33,B_ER_37,Calc,Battery Module Pricing USD$/kWh,160,160,160,160,,,,,,,,
,Calculation,,B_A_34,B_ER_38,Calc,BESS & Containers Delivery Year,2029,2027,2029,2029,,,,,,,,
,Calculation,,B_A_35,B_ER_39,Calc,Inverters & Converters Delivery Year,2029,2027,2029,2029,,,,,,,,
,,,,B_ER_40,,BESS Description,,,,,,,,,,,,
,Default,Early Stage,,B_ER_41,Req,Interconnection Type,Utility Scale - Solar Project AC Connection,Utility Scale - Solar Project AC Connection,Utility Scale - Solar Project AC Connection,Utility Scale - Solar Project AC Connection,,,,,,,,
,OMNI system,Early Stage,,B_ER_42,Req,Co-located with an NEE Project?,"Yes, Co-located, same construction time frame","Yes, Co-located, same construction time frame","Yes, Co-located, same construction time frame","Yes, Co-located, same construction time frame",,,,,,,,
,,,B_A_42,B_ER_43,Req,Installation Location Type,Adjacent to Substation (Concurrent Build),Adjacent to Substation (Concurrent Build),Adjacent to Substation (Concurrent Build),Adjacent to Substation (Concurrent Build),,,,,,,,
,Calculation,Early Stage,B_A_43,B_ER_44,Calc,Initial Containerization,Pre-Populated Cabinet,Pre-Populated Cabinet,Pre-Populated Cabinet,Pre-Populated Cabinet,,,,,,,,
,Calculation,,B_A_45,B_ER_45,Calc,Augmentation Containerization,EnerOne for Augmentation,EnerOne for Augmentation,EnerOne for Augmentation,EnerOne for Augmentation,,,,,,,,
,OMNI system,,B_A_56,B_ER_46,Opt,Noise Reduction Required?,No,No,No,No,,,,,,,,
,,,,B_ER_47,,BESS Aux Power,,,,,,,,,,,,
,OMNI system,Early Stage,B_A_65,B_ER_48,Req,Aux Power Source,Self Supply,Self Supply,Self Supply,Self Supply,,,,,,,,
,Default,Early Stage,B_A_66,B_ER_49,Opt,Aux Power Feeder Distance (Feet),0,0,0,0,,,,,,,,
,,,,B_ER_50,,AC-Coupled Design,,,,,,,,,,,,
,,,B_A_76,B_ER_51,Req,Safe Harbor BESS Inverters?,No,No,No,No,,,,,,,,
,,,B_A_63,B_ER_52,Req,Microgrid / Black-Start Capability?,No,No,No,No,,,,,,,,
,,,,B_ER_53,Calc,Inverter Manufacturer,PowerElectronics,PowerElectronics,PowerElectronics,PowerElectronics,,,,,,,,
,OMNI system,Early Stage,B_A_72,B_ER_54,Calc,Inverter Model Number,FP4200M,FP4200M,FP4200M,FP4200M,,,,,,,,
,,,,B_ER_55,Calc,Inverter Name,PowerElectronics_FP4200M,PowerElectronics_FP4200M,PowerElectronics_FP4200M,PowerElectronics_FP4200M,,,,,,,,
,OMNI system,Early Stage,B_A_60,B_ER_56,Calc,Quantity of Inverters,247,78,170,247,,,,,,,,
,,,B_A_74,B_ER_57,Calc,Inverter Size (MVA@1.0PF),3.90,3.90,3.90,3.90,,,,,,,,
,Calculation,Early Stage,B_A_61,B_ER_58,Calc,PCU Transformer Size (MVA),3.9,3.9,3.9,3.9,,,,,,,,
,,,,B_ER_59,,Electrical Interconnection Requirements,,,,,,,,,,,,
,OMNI system,Early Stage,,B_ER_60,Req,POI kV Operating Voltage,34.5,34.5,34.5,34.5,,,,,,,,
,OMNI system,Early Stage,B_A_94,B_ER_61,Calc,Standardized Design Voltage,34.5,34.5,34.5,34.5,,,,,,,,
,Default,Early Stage,,B_ER_62,Opt,Interconnect Switchyard,Excluded,Excluded,Excluded,Excluded,,,,,,,,
,OMNI system,Early Stage,B_A_105,B_ER_63,Req,"Transmission Line, Distance (Miles) Total",0,0,0,0,,,,,,,,
,,,,B_ER_64,,Estimate Basis,,,,,,,,,,,,
,OMNI system,Early Stage,,B_ER_65,Opt,O & M Building,Excluded,Excluded,Excluded,Excluded,,,,,,,,
,OMNI system,Early Stage,B_A_112,B_ER_66,Calc,Construction Wage Requirements,Davis-Bacon,Davis-Bacon,Davis-Bacon,Davis-Bacon,,,,,,,,
,Default,Early Stage,,B_ER_67,Opt,Load Bank Commissioning,Excluded,Excluded,Excluded,Excluded,,,,,,,,
,,,,B_ER_68,,,,,,,,,,,,,,
,Calculation,,,B_ER_69,,CATL Calculator,,,,,,,,,,,,
,Calculation,,,B_ER_70,Calc,MW,800,250,550,800,,,,,,,,
,Calculation,,,B_ER_71,Calc,Initial MWh,4020.10,1258.56,2761.50,4020.05,,,,,,,,
,Calculation,,,B_ER_72,Calc,Overbuild,1.03,1.03,1.03,1.03,,,,,,,,
,Calculation,,B_A_27,B_ER_73,Calc,Rack,0.8146,0.8146,0.8146,0.8146,,,,,,,,
,Calculation,,,B_ER_74,Calc,MVA,3.90,3.90,3.90,3.90,,,,,,,,
,Calculation,,,B_ER_75,Calc,Racks per Container,5,5,5,5,,,,,,,,
,Calculation,,,B_ER_76,Calc,Rack-to-Inv Value,2,2,2,2,,,,,,,,
,Calculation,,,B_ER_77,Calc,Min # racks,4936,1546,3391,4935,,,,,,,,
,Calculation,,,B_ER_78,Calc,# racks,4940,1550,3395,4935,,,,,,,,
,Calculation,,,B_ER_79,Calc,Min MVA,824,257.50,566.50,824,,,,,,,,
,Calculation,,,B_ER_80,Calc,Min # invs,212,67,146,212,,,,,,,,
,Calculation,,,B_ER_81,Calc,Racks per inverter,23.3,23.1,23.2,23.3,,,,,,,,
,Calculation,,,B_ER_82,,Calculation Method 1,,,,,,,,,,,,
,Calculation,,,B_ER_83,Calc,Racks per primary inv,20,20,20,20,,,,,,,,
,Calculation,,,B_ER_84,Calc,# primary inv,247,77,170,247,,,,,,,,
,Calculation,,,B_ER_85,Calc,Total primary racks,4940,1540,3400,4940,,,,,,,,
,Calculation,,,B_ER_86,Calc,Racks per secondary inv,0,10,0,0,,,,,,,,
,Calculation,,,B_ER_87,Calc,# secondary inv,0,1,0,0,,,,,,,,
,Calculation,,,B_ER_88,Calc,Total secondary racks,0,10,0,0,,,,,,,,
,Calculation,,,B_ER_89,Calc,Additional Inv,35,11,24,35,,,,,,,,
,Calculation,,,B_ER_90,Calc,Additional Racks,4,4,9,5,,,,,,,,
,Calculation,,,B_ER_91,Calc,Check MVA,139.30,44.75,96.50,139.30,,,,,,,,
,Calculation,,,B_ER_92,Calc,Cost Value,74,26,57,75,,,,,,,,
,Calculation,,,B_ER_93,,Calculation Method 2,,,,,,,,,,,,
,Calculation,,,B_ER_94,Calc,Racks per primary inv,20,20,20,20,,,,,,,,
,Calculation,,,B_ER_95,Calc,# primary inv,246,76,169,246,,,,,,,,
,Calculation,,,B_ER_96,Calc,Total primary racks,4920,1520,3380,4920,,,,,,,,
,Calculation,,,B_ER_97,Calc,Racks per secondary inv,20,30,15,15,,,,,,,,
,Calculation,,,B_ER_98,Calc,# secondary inv,1,1,1,1,,,,,,,,
,Calculation,,,B_ER_99,Calc,Total secondary racks,20,30,15,15,,,,,,,,
,Calculation,,,B_ER_100,Calc,Additional Inv,35,10,24,35,,,,,,,,
,Calculation,,,B_ER_101,Calc,Additional Racks,4,4,4,0,,,,,,,,
,Calculation,,,B_ER_102,Calc,Check MVA,139.30,-56,95.52,138.32,,,,,,,,
,Calculation,,,B_ER_103,Calc,Cost Value,74,FALSE,52,70,,,,,,,,
,Calculation,,,B_ER_104,,Calculation Method 3,,,,,,,,,,,,
,Calculation,,,B_ER_105,Calc,Racks per primary inv,25,25,25,25,,,,,,,,
,Calculation,,,B_ER_106,Calc,# primary inv,196,61,135,196,,,,,,,,
,Calculation,,,B_ER_107,Calc,Total primary racks,4900,1525,3375,4900,,,,,,,,
,Calculation,,,B_ER_108,Calc,Racks per secondary inv,2.5,4.2,1.8,2.2,,,,,,,,
,Calculation,,,B_ER_109,Calc,# secondary inv,16,6,11,16,,,,,,,,
,Calculation,,,B_ER_110,Calc,Total secondary racks,40,25,20,35,,,,,,,,
,Calculation,,,B_ER_111,Calc,Additional Inv,0,0,0,0,,,,,,,,
,Calculation,,,B_ER_112,Calc,Additional Racks,4,4,4,0,,,,,,,,
,Calculation,,,B_ER_113,Calc,Check MVA,-53.36,-15.70,-36.88,-54.14,,,,,,,,
,Calculation,,,B_ER_114,Calc,Cost Value,FALSE,FALSE,FALSE,FALSE,,,,,,,,
,Calculation,,,B_ER_115,,Calculation Method 4,,,,,,,,,,,,
,Calculation,,,B_ER_116,Calc,Racks per primary inv,25,25,25,25,,,,,,,,
,Calculation,,,B_ER_117,Calc,# primary inv,212,67,146,212,,,,,,,,
,Calculation,,,B_ER_118,Calc,Total primary racks,5300,1675,3650,5300,,,,,,,,
,Calculation,,,B_ER_119,Calc,Racks per secondary inv,0,0,0,0,,,,,,,,
,Calculation,,,B_ER_120,Calc,# secondary inv,0,0,0,0,,,,,,,,
,Calculation,,,B_ER_121,Calc,Total secondary racks,0,0,0,0,,,,,,,,
,Calculation,,,B_ER_122,Calc,Additional Inv,0,0,0,0,,,,,,,,
,Calculation,,,B_ER_123,Calc,Additional Racks,364,129,259,365,,,,,,,,
,Calculation,,,B_ER_124,Calc,Check MVA,2.80,3.80,2.90,2.80,,,,,,,,
,Calculation,,,B_ER_125,Calc,Cost Value,364,129,259,365,,,,,,,,
,Calculation,,,B_ER_126,,Result,,,,,,,,,,,,
,Calculation,,,B_ER_127,Calc,# Inv,247,78,170,247,,,,,,,,
,Calculation,,,B_ER_128,Calc,# Racks,4940,1550,3395,4935,,,,,,,,
,Calculation,,,B_ER_129,Calc,MVA,963.30,302.25,662.02,962.32,,,,,,,,
,,,,B_ER_130,,Battery Pricing,,,,,,,,,,,,
,Calculation,,,B_ER_131,Calc,0,,,,,,,,,,,,
,Calculation,,,B_ER_132,Calc,1,,,,,,,,,,,,
,Calculation,,,B_ER_133,Calc,2,,,,,,,,,,,,
,Calculation,,,B_ER_134,Calc,3,,,,,,,,,,,,
,Calculation,,,B_ER_135,Calc,4,,,,,,,,,,,,
,Calculation,,,B_ER_136,Calc,5,,,,,,,,,,,,
,Calculation,,,B_ER_137,Calc,6,,,,,,,,,,,,
,Calculation,,,B_ER_138,Calc,7,,,,,,,,,,,,
,Calculation,,,B_ER_139,Calc,8,,,,,,,,,,,,
,Calculation,,,B_ER_140,Calc,9,,,,,,,,,,,,
,Calculation,,,B_ER_141,Calc,10,,,,,,,,,,,,
,Calculation,,,B_ER_142,Calc,11,,,,,,,,,,,,
,Calculation,,,B_ER_143,Calc,12,,,,,,,,,,,,
,Calculation,,,B_ER_144,Calc,13,,,,,,,,,,,,
,Calculation,,,B_ER_145,Calc,14,,,,,,,,,,,,
,Calculation,,,B_ER_146,Calc,15,,,,,,,,,,,,
,Calculation,,,B_ER_147,Calc,Average,160,160,160,160,,,,,,,,



























































































,,,,,MAX,TEST & OVERWRITE,PASS OR FAIL,PASS OR FAIL,PASS OR FAIL,PASS OR FAIL,,,,,,,,















,,,,,Nyc,CA,CA,AZ,AZ,AZ,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,10000,500,,FAIL,FAIL,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,-44,-10,,,,,,,,,,,,
,,,,,50,50,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,02-13-50,02-13-23,,FAIL,FAIL,,,,,,,,,
,,,,,06-23-50,06-23-23,,FAIL,FAIL,,,,,,,,,
,,,,,10-31-50,10-31-23,,FAIL,FAIL,,,,,,,,,
,,,,,12-31-50,12-31-23,,FAIL,FAIL,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,FAIL,FAIL,FAIL,,,,,,,,
,,,,,3099,100,,FAIL,FAIL,,,,,,,,,
,,,,,3284.94,111,,FAIL,FAIL,,,,,,,,,
,,,,,3343.3,120.9,,FAIL,FAIL,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,2050,2023,,,,,,,,,,,,
,,,,,2050,2023,,,,,,,,,,,,




















,,,,,500,230,,FAIL,FAIL,FAIL,,,,,,,,
,,,,,500,230,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,4.99,0,,,,,,,,,,,,




,,,B_A_312,B_ER_156,,,No,Yes,Yes,Yes,,,,,,,,
